TIME,CONTAINER,CPU%,MEM USAGE/LIMIT,MEM %
1734343466,datanode2,1.18%,1.883GiB / 16GiB,11.77%
1734343471,namenode,1.32%,1.749GiB / 16GiB,10.93%
1734343471,datanode1,118.52%,3.875GiB / 16GiB,24.22%
1734343471,datanode2,0.95%,1.883GiB / 16GiB,11.77%
1734343477,namenode,0.56%,1.749GiB / 16GiB,10.93%
1734343477,datanode1,105.65%,3.915GiB / 16GiB,24.47%
1734343477,datanode2,0.87%,1.884GiB / 16GiB,11.77%
1734343482,namenode,0.51%,1.749GiB / 16GiB,10.93%
1734343482,datanode1,106.92%,3.946GiB / 16GiB,24.66%
1734343482,datanode2,0.86%,1.885GiB / 16GiB,11.78%
1734343488,namenode,0.47%,1.749GiB / 16GiB,10.93%
1734343488,datanode1,104.69%,3.985GiB / 16GiB,24.91%
1734343488,datanode2,0.77%,1.885GiB / 16GiB,11.78%
1734343493,namenode,1.05%,1.75GiB / 16GiB,10.94%
1734343493,datanode1,6.18%,2.693GiB / 16GiB,16.83%
1734343493,datanode2,2.13%,1.886GiB / 16GiB,11.79%
1734343499,namenode,43.75%,1.822GiB / 16GiB,11.39%
1734343499,datanode1,3.28%,2.171GiB / 16GiB,13.57%
1734343499,datanode2,299.42%,2.102GiB / 16GiB,13.14%
1734343505,namenode,2.60%,1.825GiB / 16GiB,11.41%
1734343505,datanode1,727.93%,2.69GiB / 16GiB,16.81%
1734343505,datanode2,5.87%,2.386GiB / 16GiB,14.91%
1734343510,namenode,1.03%,1.825GiB / 16GiB,11.40%
1734343510,datanode1,10.21%,2.29GiB / 16GiB,14.31%
1734343510,datanode2,410.80%,2.597GiB / 16GiB,16.23%
1734343516,namenode,3.31%,1.838GiB / 16GiB,11.49%
1734343516,datanode1,0.42%,2.278GiB / 16GiB,14.24%
1734343516,datanode2,0.53%,2.406GiB / 16GiB,15.04%
1734343521,namenode,1.08%,1.837GiB / 16GiB,11.48%
1734343521,datanode1,412.76%,2.798GiB / 16GiB,17.49%
1734343521,datanode2,1.20%,1.908GiB / 16GiB,11.92%
1734343527,namenode,1.74%,1.836GiB / 16GiB,11.48%
1734343527,datanode1,5.77%,2.798GiB / 16GiB,17.49%
1734343527,datanode2,7.07%,1.912GiB / 16GiB,11.95%
1734343532,namenode,1.36%,1.84GiB / 16GiB,11.50%
1734343532,datanode1,0.78%,2.795GiB / 16GiB,17.47%
1734343532,datanode2,0.35%,1.91GiB / 16GiB,11.94%
1734343538,namenode,2.36%,1.839GiB / 16GiB,11.49%
1734343538,datanode1,1.50%,2.278GiB / 16GiB,14.24%
1734343538,datanode2,387.75%,2.251GiB / 16GiB,14.07%
1734343543,namenode,0.81%,1.839GiB / 16GiB,11.49%
1734343543,datanode1,74.64%,2.282GiB / 16GiB,14.26%
1734343543,datanode2,12.17%,2.423GiB / 16GiB,15.15%
1734343549,namenode,0.70%,1.839GiB / 16GiB,11.49%
1734343549,datanode1,2.48%,2.28GiB / 16GiB,14.25%
1734343549,datanode2,6.69%,2.421GiB / 16GiB,15.13%
1734343554,namenode,3.76%,1.845GiB / 16GiB,11.53%
1734343554,datanode1,0.52%,2.28GiB / 16GiB,14.25%
1734343554,datanode2,13.13%,1.911GiB / 16GiB,11.94%
1734343560,namenode,2.20%,1.845GiB / 16GiB,11.53%
1734343560,datanode1,26.11%,2.785GiB / 16GiB,17.41%
1734343560,datanode2,0.46%,1.909GiB / 16GiB,11.93%
1734343565,namenode,4.34%,1.845GiB / 16GiB,11.53%
1734343565,datanode1,27.44%,2.786GiB / 16GiB,17.41%
1734343565,datanode2,388.22%,2.134GiB / 16GiB,13.34%
1734343571,namenode,0.82%,1.846GiB / 16GiB,11.54%
1734343571,datanode1,4.60%,2.781GiB / 16GiB,17.38%
1734343571,datanode2,0.72%,1.91GiB / 16GiB,11.94%
1734343577,namenode,2.48%,1.846GiB / 16GiB,11.54%
1734343577,datanode1,0.80%,2.279GiB / 16GiB,14.24%
1734343577,datanode2,28.44%,2.421GiB / 16GiB,15.13%
1734343582,namenode,3.47%,1.846GiB / 16GiB,11.54%
1734343582,datanode1,210.88%,2.413GiB / 16GiB,15.08%
1734343582,datanode2,3.01%,2.422GiB / 16GiB,15.14%
1734343588,namenode,0.66%,1.847GiB / 16GiB,11.54%
1734343588,datanode1,0.71%,2.281GiB / 16GiB,14.26%
1734343588,datanode2,0.48%,2.419GiB / 16GiB,15.12%
1734343593,namenode,1.71%,1.847GiB / 16GiB,11.54%
1734343593,datanode1,426.08%,2.639GiB / 16GiB,16.49%
1734343593,datanode2,0.90%,1.909GiB / 16GiB,11.93%
1734343599,namenode,0.94%,1.847GiB / 16GiB,11.54%
1734343599,datanode1,50.45%,2.812GiB / 16GiB,17.58%
1734343599,datanode2,0.63%,1.909GiB / 16GiB,11.93%
1734343604,namenode,2.56%,1.848GiB / 16GiB,11.55%
1734343604,datanode1,1.52%,2.809GiB / 16GiB,17.56%
1734343604,datanode2,0.48%,1.909GiB / 16GiB,11.93%
1734343610,namenode,5.05%,1.849GiB / 16GiB,11.56%
1734343610,datanode1,0.81%,2.298GiB / 16GiB,14.36%
1734343610,datanode2,2.20%,1.91GiB / 16GiB,11.93%
1734343615,namenode,1.55%,1.849GiB / 16GiB,11.55%
1734343615,datanode1,240.97%,2.435GiB / 16GiB,15.22%
1734343615,datanode2,19.36%,2.428GiB / 16GiB,15.17%
1734343621,namenode,2.45%,1.848GiB / 16GiB,11.55%
1734343621,datanode1,45.24%,2.556GiB / 16GiB,15.98%
1734343621,datanode2,3.60%,2.428GiB / 16GiB,15.18%
1734343627,namenode,0.93%,1.848GiB / 16GiB,11.55%
1734343627,datanode1,0.48%,2.299GiB / 16GiB,14.37%
1734343627,datanode2,3.40%,2.43GiB / 16GiB,15.19%
1734343632,namenode,8.43%,1.85GiB / 16GiB,11.56%
1734343632,datanode1,0.47%,2.299GiB / 16GiB,14.37%
1734343632,datanode2,5.99%,2.425GiB / 16GiB,15.16%
1734343638,namenode,1.73%,1.849GiB / 16GiB,11.56%
1734343638,datanode1,175.17%,2.808GiB / 16GiB,17.55%
1734343638,datanode2,0.58%,1.91GiB / 16GiB,11.94%
1734343643,namenode,1.17%,1.849GiB / 16GiB,11.56%
1734343643,datanode1,119.99%,2.899GiB / 16GiB,18.12%
1734343643,datanode2,0.80%,1.91GiB / 16GiB,11.94%
1734343649,namenode,0.73%,1.85GiB / 16GiB,11.56%
1734343649,datanode1,0.55%,2.798GiB / 16GiB,17.49%
1734343649,datanode2,0.36%,1.91GiB / 16GiB,11.94%
1734343654,namenode,1.35%,1.849GiB / 16GiB,11.56%
1734343654,datanode1,0.79%,2.299GiB / 16GiB,14.37%
1734343654,datanode2,401.19%,2.264GiB / 16GiB,14.15%
1734343660,namenode,0.74%,1.85GiB / 16GiB,11.56%
1734343660,datanode1,6.92%,2.303GiB / 16GiB,14.39%
1734343660,datanode2,13.92%,2.423GiB / 16GiB,15.14%
1734343665,namenode,6.55%,1.467GiB / 16GiB,9.17%
1734343665,datanode1,0.39%,2.302GiB / 16GiB,14.39%
1734343665,datanode2,8.35%,2.421GiB / 16GiB,15.13%
