TIME,CONTAINER,CPU%,MEM USAGE/LIMIT,MEM %
1734348973,namenode,0.57%,3.151GiB / 16GiB,19.70%
1734348973,datanode1,1.51%,5.372GiB / 16GiB,33.58%
1734348973,datanode2,104.14%,7.838GiB / 16GiB,48.99%
1734348978,namenode,0.70%,3.151GiB / 16GiB,19.70%
1734348978,datanode1,1.21%,5.373GiB / 16GiB,33.58%
1734348978,datanode2,100.89%,7.872GiB / 16GiB,49.20%
1734348984,namenode,1.20%,3.153GiB / 16GiB,19.71%
1734348984,datanode1,1.11%,5.374GiB / 16GiB,33.59%
1734348984,datanode2,104.03%,7.918GiB / 16GiB,49.49%
1734348989,namenode,0.52%,3.153GiB / 16GiB,19.71%
1734348989,datanode1,0.99%,5.374GiB / 16GiB,33.59%
1734348989,datanode2,103.71%,7.949GiB / 16GiB,49.68%
1734348995,namenode,0.44%,3.153GiB / 16GiB,19.71%
1734348995,datanode1,1.96%,5.375GiB / 16GiB,33.59%
1734348995,datanode2,103.88%,7.989GiB / 16GiB,49.93%
1734349000,namenode,0.47%,3.153GiB / 16GiB,19.71%
1734349000,datanode1,1.28%,5.375GiB / 16GiB,33.60%
1734349001,datanode2,100.92%,8.035GiB / 16GiB,50.22%
1734349006,namenode,0.49%,3.153GiB / 16GiB,19.71%
1734349006,datanode1,1.06%,5.376GiB / 16GiB,33.60%
1734349006,datanode2,100.91%,8.073GiB / 16GiB,50.46%
1734349012,namenode,0.63%,3.153GiB / 16GiB,19.71%
1734349012,datanode1,1.82%,5.377GiB / 16GiB,33.60%
1734349012,datanode2,100.99%,8.127GiB / 16GiB,50.79%
1734349017,namenode,0.49%,3.153GiB / 16GiB,19.71%
1734349017,datanode1,1.40%,5.377GiB / 16GiB,33.60%
1734349017,datanode2,101.03%,8.166GiB / 16GiB,51.04%
1734349023,namenode,0.53%,3.153GiB / 16GiB,19.71%
1734349023,datanode1,1.02%,5.377GiB / 16GiB,33.61%
1734349023,datanode2,104.04%,8.198GiB / 16GiB,51.24%
1734349028,namenode,0.75%,3.153GiB / 16GiB,19.71%
1734349028,datanode1,1.23%,5.378GiB / 16GiB,33.61%
1734349028,datanode2,107.71%,8.23GiB / 16GiB,51.44%
1734349034,namenode,0.52%,3.153GiB / 16GiB,19.70%
1734349034,datanode1,1.86%,5.379GiB / 16GiB,33.62%
1734349034,datanode2,103.86%,8.276GiB / 16GiB,51.73%
1734349039,namenode,0.45%,3.153GiB / 16GiB,19.71%
1734349039,datanode1,1.10%,5.38GiB / 16GiB,33.62%
1734349039,datanode2,104.25%,8.315GiB / 16GiB,51.97%
1734349045,namenode,0.89%,3.153GiB / 16GiB,19.71%
1734349045,datanode1,1.26%,5.38GiB / 16GiB,33.63%
1734349045,datanode2,77.57%,8.352GiB / 16GiB,52.20%
1734349050,namenode,1.27%,3.153GiB / 16GiB,19.71%
1734349050,datanode1,1.07%,5.381GiB / 16GiB,33.63%
1734349050,datanode2,105.02%,8.392GiB / 16GiB,52.45%
1734349056,namenode,0.50%,3.153GiB / 16GiB,19.71%
1734349056,datanode1,0.93%,5.382GiB / 16GiB,33.64%
1734349056,datanode2,103.76%,8.431GiB / 16GiB,52.69%
1734349061,namenode,0.62%,3.153GiB / 16GiB,19.71%
1734349061,datanode1,0.97%,5.383GiB / 16GiB,33.64%
1734349061,datanode2,103.77%,8.47GiB / 16GiB,52.94%
1734349067,namenode,0.65%,3.153GiB / 16GiB,19.71%
1734349067,datanode1,1.39%,5.384GiB / 16GiB,33.65%
1734349067,datanode2,103.70%,8.509GiB / 16GiB,53.18%
1734349073,namenode,0.51%,3.153GiB / 16GiB,19.71%
1734349073,datanode1,1.05%,5.385GiB / 16GiB,33.65%
1734349073,datanode2,204.43%,8.548GiB / 16GiB,53.43%
1734349078,namenode,0.41%,3.153GiB / 16GiB,19.71%
1734349078,datanode1,0.91%,5.385GiB / 16GiB,33.66%
1734349078,datanode2,107.36%,8.577GiB / 16GiB,53.60%
1734349084,namenode,0.49%,3.153GiB / 16GiB,19.71%
1734349084,datanode1,1.19%,5.385GiB / 16GiB,33.66%
1734349084,datanode2,103.81%,8.616GiB / 16GiB,53.85%
1734349089,namenode,0.41%,3.153GiB / 16GiB,19.71%
1734349089,datanode1,1.09%,5.387GiB / 16GiB,33.67%
1734349089,datanode2,105.34%,8.654GiB / 16GiB,54.09%
1734349095,namenode,0.47%,3.153GiB / 16GiB,19.71%
1734349095,datanode1,0.99%,5.387GiB / 16GiB,33.67%
1734349095,datanode2,103.84%,8.702GiB / 16GiB,54.39%
1734349100,namenode,0.68%,3.215GiB / 16GiB,20.09%
1734349100,datanode1,0.44%,5.386GiB / 16GiB,33.66%
1734349100,datanode2,0.37%,7.11GiB / 16GiB,44.44%
1734349106,namenode,0.77%,3.213GiB / 16GiB,20.08%
1734349106,datanode1,0.54%,4.863GiB / 16GiB,30.40%
1734349106,datanode2,432.14%,7.403GiB / 16GiB,46.27%
1734349111,namenode,5.71%,3.213GiB / 16GiB,20.08%
1734349111,datanode1,1001.31%,5.935GiB / 16GiB,37.09%
1734349111,datanode2,5.33%,7.568GiB / 16GiB,47.30%
1734349117,namenode,3.65%,3.213GiB / 16GiB,20.08%
1734349117,datanode1,7.11%,5.005GiB / 16GiB,31.28%
1734349117,datanode2,6.88%,7.568GiB / 16GiB,47.30%
1734349122,namenode,0.63%,3.219GiB / 16GiB,20.12%
1734349122,datanode1,0.34%,5.004GiB / 16GiB,31.27%
1734349122,datanode2,1.30%,7.566GiB / 16GiB,47.29%
1734349128,namenode,0.83%,3.218GiB / 16GiB,20.11%
1734349128,datanode1,436.54%,5.347GiB / 16GiB,33.42%
1734349128,datanode2,0.61%,7.054GiB / 16GiB,44.09%
1734349133,namenode,0.76%,3.218GiB / 16GiB,20.11%
1734349133,datanode1,4.18%,5.514GiB / 16GiB,34.46%
1734349133,datanode2,19.12%,7.057GiB / 16GiB,44.11%
1734349139,namenode,18.55%,3.222GiB / 16GiB,20.14%
1734349139,datanode1,0.51%,5.512GiB / 16GiB,34.45%
1734349139,datanode2,0.43%,7.056GiB / 16GiB,44.10%
1734349145,namenode,1.17%,3.221GiB / 16GiB,20.13%
1734349145,datanode1,0.95%,5.002GiB / 16GiB,31.26%
1734349145,datanode2,4.02%,7.056GiB / 16GiB,44.10%
1734349150,namenode,4.04%,3.221GiB / 16GiB,20.13%
1734349150,datanode1,0.86%,5.001GiB / 16GiB,31.26%
1734349150,datanode2,30.55%,7.565GiB / 16GiB,47.28%
1734349156,namenode,1.72%,3.221GiB / 16GiB,20.13%
1734349156,datanode1,1.35%,5.001GiB / 16GiB,31.26%
1734349156,datanode2,28.72%,7.566GiB / 16GiB,47.29%
1734349161,namenode,1.09%,3.224GiB / 16GiB,20.15%
1734349161,datanode1,0.35%,5.001GiB / 16GiB,31.26%
1734349161,datanode2,15.14%,7.058GiB / 16GiB,44.11%
1734349167,namenode,0.76%,3.223GiB / 16GiB,20.14%
1734349167,datanode1,18.75%,5.514GiB / 16GiB,34.46%
1734349167,datanode2,0.95%,7.056GiB / 16GiB,44.10%
1734349172,namenode,0.80%,3.223GiB / 16GiB,20.14%
1734349172,datanode1,311.02%,5.67GiB / 16GiB,35.44%
1734349172,datanode2,0.59%,7.056GiB / 16GiB,44.10%
1734349178,namenode,0.54%,3.224GiB / 16GiB,20.15%
1734349178,datanode1,0.48%,5.514GiB / 16GiB,34.46%
1734349178,datanode2,0.39%,7.055GiB / 16GiB,44.10%
1734349183,namenode,1.16%,3.225GiB / 16GiB,20.16%
1734349183,datanode1,0.71%,5.002GiB / 16GiB,31.26%
1734349183,datanode2,376.38%,7.553GiB / 16GiB,47.20%
1734349189,namenode,1.00%,3.225GiB / 16GiB,20.16%
1734349189,datanode1,0.40%,5.002GiB / 16GiB,31.26%
1734349189,datanode2,4.48%,7.583GiB / 16GiB,47.39%
1734349194,namenode,13.46%,3.229GiB / 16GiB,20.18%
1734349194,datanode1,0.40%,5.003GiB / 16GiB,31.27%
1734349194,datanode2,0.63%,7.58GiB / 16GiB,47.37%
1734349200,namenode,1.11%,3.228GiB / 16GiB,20.18%
1734349200,datanode1,359.01%,5.21GiB / 16GiB,32.56%
1734349200,datanode2,0.67%,7.079GiB / 16GiB,44.24%
1734349205,namenode,0.87%,3.228GiB / 16GiB,20.17%
1734349205,datanode1,378.73%,5.769GiB / 16GiB,36.06%
1734349205,datanode2,0.55%,7.077GiB / 16GiB,44.23%
1734349211,namenode,3.73%,3.228GiB / 16GiB,20.17%
1734349211,datanode1,2.58%,5.515GiB / 16GiB,34.47%
1734349211,datanode2,0.42%,7.077GiB / 16GiB,44.23%
1734349217,namenode,1.61%,3.229GiB / 16GiB,20.18%
1734349217,datanode1,12.28%,5.007GiB / 16GiB,31.29%
1734349217,datanode2,0.32%,7.077GiB / 16GiB,44.23%
1734349222,namenode,1.15%,3.228GiB / 16GiB,20.18%
1734349222,datanode1,0.45%,5.004GiB / 16GiB,31.27%
1734349222,datanode2,24.79%,7.591GiB / 16GiB,47.44%
1734349228,namenode,0.79%,3.228GiB / 16GiB,20.17%
1734349228,datanode1,385.72%,5.26GiB / 16GiB,32.88%
1734349228,datanode2,6.33%,7.589GiB / 16GiB,47.43%
1734349233,namenode,0.41%,3.242GiB / 16GiB,20.26%
1734349233,datanode1,0.34%,5.01GiB / 16GiB,31.32%
1734349233,datanode2,0.41%,7.587GiB / 16GiB,47.42%
1734349239,namenode,2.18%,3.241GiB / 16GiB,20.25%
1734349239,datanode1,497.26%,5.535GiB / 16GiB,34.59%
1734349239,datanode2,0.69%,7.078GiB / 16GiB,44.24%
1734349244,namenode,0.84%,3.24GiB / 16GiB,20.25%
1734349244,datanode1,2.85%,5.548GiB / 16GiB,34.67%
1734349244,datanode2,6.35%,7.081GiB / 16GiB,44.26%
1734349250,namenode,0.97%,3.241GiB / 16GiB,20.26%
1734349250,datanode1,0.58%,5.544GiB / 16GiB,34.65%
1734349250,datanode2,0.54%,7.08GiB / 16GiB,44.25%
1734349255,namenode,0.76%,3.242GiB / 16GiB,20.26%
1734349255,datanode1,0.59%,5.054GiB / 16GiB,31.59%
1734349255,datanode2,471.46%,7.412GiB / 16GiB,46.33%
1734349260,namenode,0.81%,3.242GiB / 16GiB,20.27%
1734349260,datanode1,411.40%,5.241GiB / 16GiB,32.76%
1734349260,datanode2,4.18%,7.58GiB / 16GiB,47.37%
1734349265,namenode,2.34%,3.242GiB / 16GiB,20.26%
1734349265,datanode1,3.68%,5.073GiB / 16GiB,31.70%
1734349265,datanode2,24.18%,7.581GiB / 16GiB,47.38%
1734349271,namenode,1.58%,2.86GiB / 16GiB,17.88%
1734349271,datanode1,0.57%,5.086GiB / 16GiB,31.79%
1734349271,datanode2,0.69%,7.577GiB / 16GiB,47.36%
1734349277,namenode,0.38%,2.86GiB / 16GiB,17.88%
1734349277,datanode1,0.30%,5.086GiB / 16GiB,31.79%
1734349277,datanode2,0.42%,7.079GiB / 16GiB,44.24%
