TIME,DISK,READ(B/s),WRITE(B/s)
1734351089,sdc,0,0
1734351092,sdc,0,13653
1734351095,sdc,0,0
1734351098,sdc,0,90112
1734351102,sdc,0,32651946
1734351105,sdc,0,202069
1734351108,sdc,0,25182208
1734351111,sdc,0,173397
1734351114,sdc,0,0
1734351117,sdc,0,152917
1734351120,sdc,0,147456
1734351123,sdc,0,0
1734351126,sdc,0,20084053
1734351129,sdc,0,22947157
1734351132,sdc,0,76262058
1734351135,sdc,0,0
1734351138,sdc,0,226645
