TIME,DISK,READ(B/s),WRITE(B/s)
1734346034,sdc,0,0
1734346037,sdc,0,15018
1734346040,sdc,0,34133
1734346043,sdc,0,99669
1734346046,sdc,0,39854080
1734346049,sdc,0,233472
1734346052,sdc,0,16056320
1734346055,sdc,0,148821
1734346058,sdc,0,0
1734346061,sdc,0,146090
1734346064,sdc,0,0
1734346067,sdc,0,147456
1734346070,sdc,0,0
1734346073,sdc,0,24124074
1734346076,sdc,0,45337258
1734346079,sdc,0,166570
1734346082,sdc,0,0
