TIME,DISK,READ(B/s),WRITE(B/s)
1734350715,sdc,0,0
1734350718,sdc,0,0
1734350721,sdc,0,19114
1734350724,sdc,0,75093
1734350727,sdc,0,669013
1734350730,sdc,0,35984725
1734350733,sdc,0,0
1734350736,sdc,0,121514
1734350739,sdc,0,141994
1734350742,sdc,0,0
1734350745,sdc,0,25748821
1734350748,sdc,0,0
1734350751,sdc,2730,11011413
1734350754,sdc,0,147456
1734350757,sdc,0,0
1734350760,sdc,0,143360
1734350763,sdc,0,0
1734350766,sdc,0,132437
