TIME,DISK,READ(B/s),WRITE(B/s)
1734351433,sdc,0,0
1734351436,sdc,0,0
1734351439,sdc,0,65536
1734351442,sdc,0,47786
1734351445,sdc,0,40102570
1734351448,sdc,0,208896
1734351451,sdc,0,42097322
1734351454,sdc,0,181589
1734351457,sdc,0,0
1734351460,sdc,0,167936
1734351463,sdc,0,0
1734351466,sdc,0,169301
1734351469,sdc,0,6904490
1734351472,sdc,0,16932864
1734351475,sdc,1365,61232469
1734351478,sdc,0,228010
1734351481,sdc,0,0
