TIME,DISK,READ(B/s),WRITE(B/s)
1734352599,sdc,0,0
1734352602,sdc,0,31402
1734352605,sdc,0,0
1734352608,sdc,0,68266
1734352611,sdc,0,669013
1734352614,sdc,0,40751104
1734352617,sdc,0,170666
1734352620,sdc,0,41340928
1734352623,sdc,0,170666
1734352626,sdc,0,0
1734352629,sdc,0,161109
1734352632,sdc,0,0
1734352635,sdc,0,163840
1734352638,sdc,0,23613440
1734352641,sdc,0,208896
1734352644,sdc,0,72592042
1734352647,sdc,0,165205
