TIME,DISK,READ(B/s),WRITE(B/s)
1734353371,sdc,0,0
1734353374,sdc,0,0
1734353377,sdc,0,0
1734353380,sdc,0,43690
1734353383,sdc,0,264874
1734353386,sdc,0,23545173
1734353389,sdc,0,0
1734353392,sdc,0,161109
1734353395,sdc,0,0
1734353398,sdc,0,169301
1734353401,sdc,0,39792640
1734353404,sdc,0,58333866
1734353407,sdc,0,30948010
1734353410,sdc,0,206165
1734353413,sdc,0,0
1734353416,sdc,0,157013
1734353419,sdc,0,184320
1734353422,sdc,0,0
