TIME,DISK,READ(B/s),WRITE(B/s)
1734355583,sdc,0,0
1734355586,sdc,0,0
1734355589,sdc,0,28672
1734355592,sdc,0,0
1734355595,sdc,0,111957
1734355598,sdc,0,3298645
1734355601,sdc,0,42175146
1734355604,sdc,0,37986304
1734355607,sdc,0,0
1734355610,sdc,0,0
1734355613,sdc,0,162474
1734355616,sdc,0,0
1734355619,sdc,0,161109
1734355622,sdc,0,0
1734355625,sdc,0,24940544
1734355628,sdc,0,0
1734355631,sdc,0,72104618
1734355634,sdc,0,0
