TIME,DISK,READ(B/s),WRITE(B/s)
1734354884,sdc,0,0
1734354887,sdc,0,31402
1734354890,sdc,0,0
1734354893,sdc,0,0
1734354896,sdc,0,92842
1734354899,sdc,0,17152682
1734354902,sdc,0,24494080
1734354905,sdc,0,41787392
1734354908,sdc,0,0
1734354911,sdc,0,169301
1734354914,sdc,0,0
1734354917,sdc,0,173397
1734354920,sdc,0,0
1734354923,sdc,0,166570
1734354926,sdc,0,24717994
1734354929,sdc,0,214357
1734354932,sdc,0,59772928
1734354935,sdc,0,211626
